sample_id,source_split,audio_path,answers,has_fraud_binary,has_normal_binary,fraud_types,scene_labels,message_counts,audio_exists_in_zip,transcript_status,transcript_text
taf-0027,train,audio/NEG-imitate-10/tts_test1693/tts_test1693.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0028,train,audio/NEG-imitate-10/tts_test185/tts_test185.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0029,train,audio/NEG-imitate-10/tts_test186/tts_test186.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0030,train,audio/NEG-imitate-10/tts_test194/tts_test194.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0031,train,audio/NEG-imitate-10/tts_test2/tts_test2.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0032,train,audio/NEG-imitate-10/tts_test211/tts_test211.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0033,train,audio/NEG-imitate-10/tts_test230/tts_test230.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0034,train,audio/NEG-imitate-10/tts_test271/tts_test271.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0035,train,audio/NEG-imitate-10/tts_test275/tts_test275.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0036,train,audio/NEG-imitate-10/tts_test308/tts_test308.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0037,train,audio/NEG-imitate-10/tts_test357/tts_test357.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0038,train,audio/NEG-imitate-10/tts_test37/tts_test37.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0039,train,audio/NEG-imitate-10/tts_test42/tts_test42.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0040,train,audio/NEG-imitate-10/tts_test517/tts_test517.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0041,train,audio/NEG-imitate-10/tts_test58/tts_test58.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0042,train,audio/NEG-imitate-10/tts_test602/tts_test602.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0043,train,audio/NEG-imitate-10/tts_test622/tts_test622.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0044,train,audio/NEG-imitate-10/tts_test638/tts_test638.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0045,train,audio/NEG-imitate-10/tts_test656/tts_test656.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0046,train,audio/NEG-imitate-10/tts_test698/tts_test698.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0047,train,audio/NEG-imitate-10/tts_test712/tts_test712.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0048,train,audio/NEG-imitate-10/tts_test728/tts_test728.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0049,train,audio/NEG-imitate-10/tts_test747/tts_test747.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0050,train,audio/NEG-imitate-10/tts_test751/tts_test751.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0051,train,audio/NEG-imitate-10/tts_test752/tts_test752.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0052,train,audio/NEG-imitate-10/tts_test792/tts_test792.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0053,train,audio/NEG-imitate-10/tts_test794/tts_test794.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0054,train,audio/NEG-imitate-10/tts_test797/tts_test797.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0055,train,audio/NEG-imitate-10/tts_test814/tts_test814.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0056,train,audio/NEG-imitate-10/tts_test831/tts_test831.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0057,train,audio/NEG-imitate-10/tts_test832/tts_test832.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0058,train,audio/NEG-imitate-10/tts_test849/tts_test849.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0059,train,audio/NEG-imitate-10/tts_test853/tts_test853.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0060,train,audio/NEG-imitate-10/tts_test902/tts_test902.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0061,train,audio/NEG-imitate-10/tts_test931/tts_test931.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0062,train,audio/NEG-imitate-10/tts_test946/tts_test946.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0063,train,audio/NEG-imitate-10/tts_test967/tts_test967.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0064,train,audio/NEG-imitate-10/tts_test980/tts_test980.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0065,train,audio/NEG-imitate-11/tts_test1728/tts_test1728.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0066,train,audio/NEG-imitate-11/tts_test1741/tts_test1741.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0067,train,audio/NEG-imitate-11/tts_test1835/tts_test1835.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0068,train,audio/NEG-imitate-11/tts_test1889/tts_test1889.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0069,train,audio/NEG-imitate-11/tts_test1914/tts_test1914.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0070,train,audio/NEG-imitate-11/tts_test1924/tts_test1924.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0071,train,audio/NEG-imitate-11/tts_test1935/tts_test1935.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0072,train,audio/NEG-imitate-11/tts_test1954/tts_test1954.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0073,train,audio/NEG-imitate-11/tts_test1971/tts_test1971.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0074,train,audio/NEG-imitate-11/tts_test1990/tts_test1990.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0075,train,audio/NEG-imitate-11/tts_test1991/tts_test1991.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0076,train,audio/NEG-imitate-11/tts_test1998/tts_test1998.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0077,train,audio/NEG-imitate-11/tts_test2010/tts_test2010.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0078,train,audio/NEG-imitate-11/tts_test2041/tts_test2041.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0079,train,audio/NEG-imitate-11/tts_test2085/tts_test2085.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0080,train,audio/NEG-imitate-11/tts_test2088/tts_test2088.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0081,train,audio/NEG-imitate-11/tts_test2097/tts_test2097.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0082,train,audio/NEG-imitate-11/tts_test2150/tts_test2150.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0083,train,audio/NEG-imitate-11/tts_test2167/tts_test2167.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0084,train,audio/NEG-imitate-11/tts_test2219/tts_test2219.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0085,train,audio/NEG-imitate-11/tts_test2228/tts_test2228.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0086,train,audio/NEG-imitate-11/tts_test2253/tts_test2253.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0087,train,audio/NEG-imitate-11/tts_test2266/tts_test2266.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0088,train,audio/NEG-imitate-11/tts_test2290/tts_test2290.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0089,train,audio/NEG-imitate-11/tts_test2313/tts_test2313.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0090,train,audio/NEG-imitate-11/tts_test2374/tts_test2374.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0091,train,audio/NEG-imitate-11/tts_test2383/tts_test2383.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0092,train,audio/NEG-imitate-11/tts_test2393/tts_test2393.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0093,train,audio/NEG-imitate-11/tts_test2407/tts_test2407.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0094,train,audio/NEG-imitate-11/tts_test2428/tts_test2428.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0095,train,audio/NEG-imitate-11/tts_test2440/tts_test2440.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0096,train,audio/NEG-imitate-11/tts_test2441/tts_test2441.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0097,train,audio/NEG-imitate-11/tts_test2465/tts_test2465.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0098,train,audio/NEG-imitate-11/tts_test2491/tts_test2491.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0099,train,audio/NEG-imitate-11/tts_test2530/tts_test2530.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0100,train,audio/NEG-imitate-11/tts_test2543/tts_test2543.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0101,train,audio/NEG-imitate-12/tts_test2631/tts_test2631.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0102,train,audio/NEG-imitate-12/tts_test2655/tts_test2655.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0103,train,audio/NEG-imitate-12/tts_test2661/tts_test2661.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0104,train,audio/NEG-imitate-12/tts_test2723/tts_test2723.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0105,train,audio/NEG-imitate-12/tts_test2729/tts_test2729.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0106,train,audio/NEG-imitate-12/tts_test2758/tts_test2758.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0107,train,audio/NEG-imitate-12/tts_test2830/tts_test2830.mp3,fraud;日常购物;银行诈骗,true,false,银行诈骗,日常购物,2;4;6,True,pending,
taf-0108,train,audio/NEG-imitate-12/tts_test2837/tts_test2837.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0109,train,audio/NEG-imitate-12/tts_test2851/tts_test2851.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0110,train,audio/NEG-imitate-12/tts_test2862/tts_test2862.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0111,train,audio/NEG-imitate-12/tts_test2907/tts_test2907.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0112,train,audio/NEG-imitate-12/tts_test2966/tts_test2966.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0113,train,audio/NEG-imitate-12/tts_test2977/tts_test2977.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0114,train,audio/NEG-imitate-12/tts_test2986/tts_test2986.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0115,train,audio/NEG-imitate-12/tts_test2999/tts_test2999.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0116,train,audio/NEG-imitate-12/tts_test3009/tts_test3009.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0117,train,audio/NEG-imitate-12/tts_test3022/tts_test3022.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0118,train,audio/NEG-imitate-12/tts_test3032/tts_test3032.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0119,train,audio/NEG-imitate-12/tts_test3050/tts_test3050.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0120,train,audio/NEG-imitate-12/tts_test3128/tts_test3128.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0121,train,audio/NEG-imitate-12/tts_test3130/tts_test3130.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0122,train,audio/NEG-imitate-12/tts_test3197/tts_test3197.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0123,train,audio/NEG-imitate-12/tts_test3212/tts_test3212.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0124,train,audio/NEG-imitate-12/tts_test3224/tts_test3224.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0125,train,audio/NEG-imitate-12/tts_test3227/tts_test3227.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0126,train,audio/NEG-imitate-12/tts_test3228/tts_test3228.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0127,train,audio/NEG-imitate-12/tts_test3265/tts_test3265.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0128,train,audio/NEG-imitate-12/tts_test3295/tts_test3295.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0129,train,audio/NEG-imitate-12/tts_test3306/tts_test3306.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0130,train,audio/NEG-imitate-12/tts_test3358/tts_test3358.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0131,train,audio/NEG-imitate-12/tts_test3368/tts_test3368.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0132,train,audio/NEG-imitate-12/tts_test3404/tts_test3404.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0133,train,audio/NEG-imitate-12/tts_test3405/tts_test3405.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0134,train,audio/NEG-imitate-12/tts_test3442/tts_test3442.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0135,train,audio/NEG-imitate-12/tts_test3462/tts_test3462.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0136,train,audio/NEG-imitate-12/tts_test3475/tts_test3475.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0137,train,audio/NEG-imitate-12/tts_test3497/tts_test3497.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0138,train,audio/NEG-multi-agent-1/tts_fraud_00074/tts_fraud_00074.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0139,train,audio/NEG-multi-agent-1/tts_fraud_00158/tts_fraud_00158.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0140,train,audio/NEG-multi-agent-1/tts_fraud_00190/tts_fraud_00190.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0141,train,audio/NEG-multi-agent-1/tts_fraud_00294/tts_fraud_00294.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0142,train,audio/NEG-multi-agent-1/tts_fraud_00316/tts_fraud_00316.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0143,train,audio/NEG-multi-agent-1/tts_fraud_00377/tts_fraud_00377.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0144,train,audio/NEG-multi-agent-1/tts_fraud_00463/tts_fraud_00463.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0145,train,audio/NEG-multi-agent-1/tts_fraud_00507/tts_fraud_00507.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0146,train,audio/NEG-multi-agent-1/tts_fraud_00696/tts_fraud_00696.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0147,train,audio/NEG-multi-agent-1/tts_fraud_00908/tts_fraud_00908.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0148,train,audio/NEG-multi-agent-1/tts_fraud_00931/tts_fraud_00931.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0149,train,audio/NEG-multi-agent-1/tts_fraud_00934/tts_fraud_00934.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0150,train,audio/NEG-multi-agent-1/tts_fraud_00964/tts_fraud_00964.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0151,train,audio/NEG-multi-agent-2/tts_fraud_00050/tts_fraud_00050.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0152,train,audio/NEG-multi-agent-2/tts_fraud_00127/tts_fraud_00127.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0153,train,audio/NEG-multi-agent-2/tts_fraud_00208/tts_fraud_00208.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0154,train,audio/NEG-multi-agent-2/tts_fraud_00217/tts_fraud_00217.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0155,train,audio/NEG-multi-agent-2/tts_fraud_00270/tts_fraud_00270.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0156,train,audio/NEG-multi-agent-2/tts_fraud_00305/tts_fraud_00305.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0157,train,audio/NEG-multi-agent-2/tts_fraud_00397/tts_fraud_00397.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0158,train,audio/NEG-multi-agent-2/tts_fraud_00528/tts_fraud_00528.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0159,train,audio/NEG-multi-agent-2/tts_fraud_00530/tts_fraud_00530.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0160,train,audio/NEG-multi-agent-2/tts_fraud_00544/tts_fraud_00544.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
taf-0161,train,audio/NEG-multi-agent-2/tts_fraud_00640/tts_fraud_00640.mp3,fraud;咨询客服;银行诈骗,true,false,银行诈骗,咨询客服,2;4;6,True,pending,
